,,,,,,201911,201912,202001,202002,202003,202004,202005,202006,202007,202008,202009,202010,202011
AMC Name,Scheme Name,Asset Type,Asset,Instrument Name,Industry,Holding %,Holding %,Holding %,Holding %,Holding %,Holding %,Holding %,Holding %,Holding %,Holding %,Holding %,Holding %,Holding %
Axis MF,Axis ESG Equity Fund(G)-Direct Plan,Equity,Overseas Equities,Tomra Systems,Unspecified,,,,,0.1938,0.2045,0.2221,0.3025,0.3227,0.3658,0.3486,0.3162,0.2828
Axis MF,Axis ESG Equity Fund(G)-Direct Plan,Equity,Overseas Equities,Trane Technologies Plc,Unspecified,,,,,0.1908,0.3291,0.3433,0.7468,0.9416,0.9571,1.0107,0.9845,0.9512
Axis MF,Axis ESG Equity Fund(G)-Direct Plan,Equity,Overseas Equities,Umicore,Other,,,,,0.2688,,,,,,,,
Axis MF,Axis ESG Equity Fund(G)-Direct Plan,Equity,Overseas Equities,Unilever PLC,Unspecified,,,,,1.1511,0.9136,0.9167,0.8113,0.9833,0.8262,0.8981,0.7709,0.7564
Axis MF,Axis ESG Equity Fund(G)-Direct Plan,Equity,Overseas Equities,Unitedhealth Group Information Services Pvt Ltd.,IT - Software ,,,,0.3233,0.6900,0.8003,0.8154,0.7269,0.7007,0.6763,0.6857,0.6928,0.6356
Axis MF,Axis ESG Equity Fund(G)-Direct Plan,Equity,Overseas Equities,Vestas Wind Systems,Unspecified,,,,,0.5870,0.5744,0.6767,0.7289,0.9240,0.8946,0.7678,0.7678,0.7674
Axis MF,Axis ESG Equity Fund(G)-Direct Plan,Equity,Overseas Equities,Visa Inc,Unspecified,,,,0.3337,0.7172,0.7710,0.7895,0.7865,0.8294,0.8380,0.8821,0.7566,0.7556
Axis MF,Axis ESG Equity Fund(G)-Direct Plan,Equity,Overseas Equities,Whitbread PLC,Unspecified,,,,,0.2427,0.5670,0.4473,0.4341,0.3732,0.3539,0.2963,0.3440,0.4819
Axis MF,Axis ESG Equity Fund(G)-Direct Plan,Equity,Overseas Equities,Xylem Inc,Unspecified,,,,,,,,,,,0.4601,0.4411,0.4471
Axis MF,Axis ESG Equity Fund(G)-Direct Plan,Others,ADRs & GDRs,Adidas AG - Sponsored,Unspecified,,,,,0.2651,0.4979,0.5876,0.7005,0.7680,0.7649,0.8557,,
Axis MF,Axis ESG Equity Fund(G)-Direct Plan,Others,ADRs & GDRs,AIA Group (Hongkong),Unspecified,,,,,,0.7946,0.6862,0.7461,0.8647,0.9203,0.9260,,
Axis MF,Axis ESG Equity Fund(G)-Direct Plan,Others,ADRs & GDRs,Roche Holding Ltd,Unspecified,,,,,0.5890,0.7592,0.7304,0.7062,0.8787,0.8715,0.8827,,
Axis MF,Axis ESG Equity Fund(G)-Direct Plan,Others,Cash & Cash Equivalents and Net Assets,Clearing Corporation Of India Ltd.,Finance - Investment,,,,79.3408,10.9320,4.2719,6.3833,0.9540,2.4194,3.3590,2.4524,1.5403,1.3617
Axis MF,Axis ESG Equity Fund(G)-Direct Plan,Others,Cash & Cash Equivalents and Net Assets,Net Current Asset,Other,,,,-0.1739,-0.2777,-0.1721,-0.9131,0.0513,-0.4257,-1.6151,-0.9352,-0.9506,-0.8285
Axis MF,Axis Focused 25 Fund(G)-Direct Plan,Debt,Corporate Debt,National Bank For Agriculture & Rural Development SR-19 8.15% (22-Aug-22),Bank - Public,,,,,0.3074,0.2653,0.2676,0.2418,,,,,
